V_COD_ESTA,V_COD_TIPO,V_COD_ANESTA,V_NOM_ESTA,V_COD_CUEN,V_COD_CATE,V_COD_PROV,V_COD_DEP,V_COD_DIST,V_COD_ENTI,V_COD_DRE,N_LON_GRAD,N_LON_MIN,N_LON_SEG,N_LON_SIG,N_LAT_GRAD,N_ALT_MTS,N_LAT_MIN,N_LAT_SEG,N_LAT_SIG,V_COD_COND,V_SUB_ESTA,V_CLAS_ESTA,V_COD_ZONA,V_COD_CUENCA,V_NOM_CUENCA,V_COD_POSTAL,N_MIN_HELADA,N_MAX_HELADA
107095,M,153345,CUZCO-BIAVO,02,15,,,,SEN,,,,,-76.477100,,258,,,-7.254400,F,C,CON,,,,,,
220804,H,220804,LA VIUDA,08,06,,,,SEN,,,,,-79.333610,,"2,400",,,-5.283610,C,C,CON,,,,,,
116017,M,000839,LA PAMPILLA,45,13,,,,SEN,,,,,-71.534530,,"2,326",,,-16.413800,F,C,CON,,,,,,
115096,M,157323,LA CALERA,44,15,,,,SEN,,,,,-72.016940,,"4,540",,,-15.283610,C,C,CON,,,,,,
230501,H,230501,LA ANGOSTURA,09,05,,,,SEN,,,,,-71.635990,,"4,153",,,-15.176990,C,C,CON,,,,,,
107011,M,000380,JUANJUI,04,11,,,,SEN,,,,,-76.733610,,465,,,-7.100280,C,C,CON,,,,,,
203703,H,203705,LA ACHIRANA,35,05,,,,SEN,,,,,-75.683610,,500,,,-13.966940,C,C,CON,,,,,,
203101,H,203102,LA CAPILLA,29,05,,,,SEN,,,,,-76.496370,,403,,,-12.521940,F,C,CON,,,,,,
107023,M,140313,KANZEL,12,14,,,,COR,,,,,-78.350280,,"3,666",,,-7.466940,C,C,CON,,,,,,
111139,M,155481,JUNIN,08,15,,,,SEN,,,,,-75.983610,,"4,138",,,-11.150280,C,C,CON,,,,,,
105045,M,152209,JUMBILLA,07,15,,,,SEN,,,,,-77.750280,,"2,284",,,-5.883610,C,C,CON,,,,,,
115060,M,140704,JULIACA,03,11,,,,COR,,,,,-70.207830,,"3,826",,,-15.444170,P,C,CON,,,,,,
108043,M,154101,JULCAN,11,15,,,,SEN,,,,,-78.486070,,"3,397",,,-8.042290,F,C,CON,,,,,,
113094,M,156150,JULCAMARCA,08,15,,,,SEN,,,,,-74.433610,,"3,484",,,-13.016940,C,C,CON,,,,,,
115023,M,000754,LA ANGOSTURA,09,11,,,,SEN,,,,,-71.651230,,"4,258",,,-15.182530,P,C,CON,,,,,,
109041,M,150905,LAGUNA UTUTO,14,15,,,,SEN,,,,,-77.500280,,"4,049",,,-9.683610,C,C,CON,,,,,,
205005,H,205005,LAGUNA ARICOTA,48,06,,,,SEN,,,,,-70.233610,,"2,839",,,-17.333610,C,C,CON,,,,,,
110092,M,155291,LAGUNA COCHAQUILLO,23,15,,,,SEN,,,,,-76.655370,,"4,428",,,-10.803940,F,C,CON,,,,,,
202606,H,202606,LAGUNA COCHAQUILLO,23,06,,,,SEN,,,,,-76.666670,,"4,400",,,-10.783330,C,C,CON,,,,,,
220204,H,220204,LAGUNA HUANGACOCHA,12,06,,,,SEN,,,,,-78.067050,,"3,895",,,-7.932500,F,C,CON,,,,,,
113068,M,151504,LAGUNA HUICHINGA AURAHUA,33,15,,,,SEN,,,,,-75.566940,,"3,451",,,-13.033610,C,C,CON,,,,,,
115065,M,152163,LAGUNA MACURCA,44,15,,,,SEN,,,,,-72.033610,,"4,691",,,-15.750280,C,C,CON,,,,,,
202605,H,202605,LAGUNA PATON,23,06,,,,SEN,,,,,-76.733610,,"4,480",,,-10.666940,C,C,CON,,,,,,
221806,H,221807,LAGUNA SAUCE,07,06,,,,SEN,,,,,-76.216200,,610,,,-6.692700,F,C,CON,,,,,,
220202,H,220202,LAGUNA SAUSACOCHA,12,06,,,,SEN,,,,,-78.033610,,"3,176",,,-7.800280,C,C,CON,,,,,,
104029,M,152125,LAGUNA SECA,04,15,,,,SEN,,,,,-79.483610,,"1,952",,,-4.883610,C,C,CON,,,,,,
105006,M,150304,LAGUNA SHIMBE,54,15,,,,SEN,,,,,-79.833610,,103,,,-5.850280,C,C,CON,,,,,,
200102,H,200102,LA PALMA,01,06,,,,SEN,,,,,-80.216940,,43,,,-3.566940,C,C,CON,,,,,,
106031,M,152220,LAMUD,09,15,,,,SEN,,,,,-77.833610,,"2,300",,,-6.166940,C,C,CON,,,,,,
110001,M,000419,LAMPAS BAJO # 3,20,11,,,,SEN,,,,,-77.366940,,"4,410",,,-10.066940,C,C,CON,,,,,,
110005,M,000431,LAMPAS ALTO # 2,14,11,,,,SEN,,,,,-77.233610,,"4,174",,,-10.116940,C,C,CON,,,,,,
210405,H,210405,LAMPA,03,06,,,,SEN,,,,,-70.209200,,"3,838",,,-15.443700,F,C,CON,,,,,,
115076,M,157223,LAMPA,43,15,,,,SEN,,,,,-73.347860,,"2,797",,,-15.184680,F,C,CON,,,,,,
110059,M,155206,LAGUNA SURASACA,23,15,,,,SEN,,,,,-76.786700,,"4,380",,,-10.523800,F,C,CON,,,,,,
106108,M,000301,LAMBAYEQUE,07,12,,,,SEN,,,,,-79.908940,,18,,,-6.734380,F,C,CON,,,,,,
113074,M,151510,AYAVI,35,15,,,,SEN,,,,,-75.350280,,"3,638",,,-13.683610,C,C,CON,,,,,,
114038,M,000776,AYAVIRI,02,11,,,,SEN,,,,,-70.591600,,"3,941",,,-14.868800,F,C,CON,,,,,,
118006,M,159101,MAGOLLO,50,15,,,,SEN,,,,,-70.333610,,261,,,-18.116940,C,C,CON,,,,,,
118001,M,000859,MAGOLLO,50,13,,,,SEN,,,,,-70.333610,,260,,,-18.116940,C,C,CON,,,,,,
107002,M,000359,GRANJA PORCON,09,11,,,,SEN,,,,,-78.633400,,"3,149",,,-7.037530,F,C,CON,,,,,,
105057,M,000241,EL LIMON,10,11,,,,SEN,,,,,-79.317220,,"1,110",,,-5.917780,F,C,CON,,,,,,
105092,M,152405,FLOR DE PUNGA,11,16,,,,SEN,,,,,-74.159100,,105,,,-5.405500,F,C,CON,,,,,,
221505,H,221505,EL PINTOR,09,06,,,,SEN,,,,,-78.550280,,973,,,-5.800280,C,C,CON,,,,,,
105040,M,152204,EL PINTOR,09,15,,,,SEN,,,,,-78.522860,,533,,,-5.756200,F,C,CON,,,,,,
104001,M,140198,EL PATO,00,14,,,,COR,,,,,-81.233610,,74,,,-4.533610,P,C,CON,,,,,,
201214,H,201214,EL MILAGRO,09,06,,,,SEN,,,,,-79.583610,,3,,,-7.433610,C,C,CON,,,,,,
220504,H,220504,EL LIMON,09,06,,,,SEN,,,,,-78.350280,,"1,589",,,-5.900280,C,C,CON,,,,,,
103041,M,000135,EL SALTO,01,11,,,,SEN,,,,,-80.280200,,4,,,-3.451710,F,C,CON,,,,,,
202501,H,202501,EL LIMAN,22,06,,,,SEN,,,,,-77.583610,,252,,,-10.833610,C,C,CON,,,,,,
204703,H,204703,EL FRAYLE,45,05,,,,SEN,,,,,-71.183610,,"4,110",,,-16.150280,C,C,CON,,,,,,
116022,M,000849,EL FRAYLE,45,11,,,,SEN,,,,,-71.189100,,"4,131",,,-16.154820,F,C,CON,,,,,,
102006,M,000110,EL ESTRECHO,01,11,,,,SEN,,,,,-72.664300,,110,,,-2.446700,F,C,CON,,,,,,
106052,M,000340,EL ESPINAL,08,11,,,,SEN,,,,,-79.201660,,371,,,-6.817470,C,C,CON,,,,,,
117027,M,158307,MATOGROSO,48,15,,,,SEN,,,,,-70.716940,,"1,068",,,-17.483610,C,C,CON,,,,,,
108027,M,000459,EL MARONAL,01,12,,,,SEN,,,,,-75.096810,,178,,,-8.449990,F,C,CON,,,,,,
107096,M,153348,EL VALLE,07,15,,,,SEN,,,,,-76.833610,,474,,,-7.566940,C,C,CON,,,,,,
105073,M,000259,HACIENDA CAIMITO,09,16,,,,SEN,,,,,-78.366940,,"1,268",,,-5.850280,C,C,CON,,,,,,
104036,M,152143,ESPINDOLA,04,15,,,,SEN,,,,,-79.500280,,"1,900",,,-4.633610,C,C,CON,,,,,,
110038,M,000627,ESPERANZA,02,11,,,,SEN,,,,,-75.250280,,"1,200",,,-10.166940,C,C,CON,,,,,,
112022,M,000585,ESEP PALIAN,08,16,,,,SEN,,,,,-75.183610,,"3,460",,,-12.033610,C,C,CON,,,,,,
116018,M,000841,ESBILLA,00,11,,,,SEN,,,,,-72.750280,,"2,323",,,-16.000280,C,C,CON,,,,,,
106040,M,000310,EL PORVENIR,01,13,,,,SEN,,,,,-76.318250,,223,,,-6.589030,F,C,CON,,,,,,
107088,M,153309,FILABOTON,07,15,,,,SEN,,,,,-76.716940,,550,,,-7.466940,C,C,CON,,,,,,
204505,H,204505,EL VADO,43,06,,,,SEN,,,,,-72.766940,,"4,336",,,-15.400280,C,C,CON,,,,,,
200202,H,200202,EL TIGRE,02,05,,,,SEN,,,,,-80.456850,,44,,,-3.768480,F,C,CON,,,,,,
103016,M,151100,EL TIGRE,02,15,,,,SEN,,,,,-80.456670,,45,,,-3.802330,F,C,CON,,,,,,
220503,H,220503,EL TAMBO KM. 78,10,06,,,,SEN,,,,,-79.383610,,"1,355",,,-5.800280,C,C,CON,,,,,,
104077,M,000201,EL TABLAZO,05,12,,,,SEN,,,,,-80.466940,,106,,,-4.883610,C,C,CON,,,,,,
200308,H,200309,ENTRADA ARDILLA R. POECHOS,04,06,,,,SEN,,,,,-80.433610,,120,,,-4.516940,C,C,CON,,,,,,
103004,M,150104,HITO COTRINA,01,15,,,,SEN,,,,,-80.166940,,413,,,-3.816940,C,C,CON,,,,,,
106065,M,153107,HACIENDA PUCARA,10,15,,,,SEN,,,,,-79.133890,,"1,012",,,-6.041670,F,C,CON,,,,,,
117029,M,158312,HACIENDA PUQUIO,49,15,,,,SEN,,,,,-70.383610,,934,,,-17.766940,C,C,CON,,,,,,
113054,M,000766,HACIENDA SANTA INES,04,16,,,,SEN,,,,,-71.833610,,"4,125",,,-13.200280,C,C,CON,,,,,,
105024,M,152128,HACIENDA SHUMAYA,10,15,,,,SEN,,,,,-79.360560,,"1,991",,,-5.366810,F,C,CON,,,,,,
112064,M,000656,HACIENDA TOCAZ,08,11,,,,SEN,,,,,-74.650280,,"3,096",,,-12.450280,C,C,CON,,,,,,
108038,M,000348,HACIENDA TOMABAL,12,16,,,,SEN,,,,,-78.683610,,371,,,-8.416940,C,C,CON,,,,,,
210406,H,210406,PUENTE ISLA CABANILLAS,03,06,,,,SEN,,,,,-70.224000,,"3,838",,,-15.471800,F,C,CON,,,,,,
103043,M,000139,CABO INGA,02,11,,,,SEN,,,,,-80.401820,,231,,,-3.975940,F,C,CON,,,,,,
200203,H,200203,CABO INGA,02,05,,,,SEN,,,,,-80.433610,,405,,,-3.966940,C,C,CON,,,,,,
105010,M,150703,CACAO,10,15,,,,SEN,,,,,-78.966940,,"1,800",,,-5.850280,C,C,CON,,,,,,
220405,H,220405,CACAO,10,06,,,,SEN,,,,,-78.962500,,923,,,-5.883700,F,C,CON,,,,,,
107068,M,153223,CACHACHI,12,16,,,,SEN,,,,,-78.268550,,"3,228",,,-7.451060,F,C,CON,,,,,,
108045,M,154103,CACHICADAN,14,11,,,,SEN,,,,,-78.149380,,"2,892",,,-8.091840,F,C,CON,,,,,,
109025,M,000465,CACHICOTO,07,11,,,,SEN,,,,,-76.350280,,"1,140",,,-9.183610,C,C,CON,,,,,,
110054,M,155108,CACHIPACARAN,23,15,,,,SEN,,,,,-76.933610,,"4,140",,,-10.733610,C,C,CON,,,,,,
202404,H,202404,CAHUA,21,05,,,,SEN,,,,,-77.343890,,812,,,-10.606000,F,C,CON,,,,,,
204602,H,204602,CALERA MOLLOCO,44,05,,,,SEN,,,,,-72.000280,,"4,524",,,-15.283610,C,C,CON,,,,,,
108051,M,154117,CAJAS,07,11,,,,SEN,,,,,-77.000280,,"1,950",,,-8.250280,C,C,CON,,,,,,
117003,M,000807,CALANA,50,12,,,,SEN,,,,,-70.193200,,785,,,-17.974580,F,C,CON,,,,,,
116051,M,158308,CALACOA,46,11,,,,SEN,,,,,-70.687650,,"3,421",,,-16.739880,F,C,CON,,,,,,
110019,M,000540,CAJATAMBO,21,11,,,,SEN,,,,,-76.989710,,"3,432",,,-10.477880,F,C,CON,,,,,,
112017,M,000580,CAJAS GRANDE,08,16,,,,SEN,,,,,-75.233610,,"3,350",,,-12.000280,C,C,CON,,,,,,
103026,M,152224,CAHUIDE,04,15,,,,SEN,,,,,-77.833610,,237,,,-3.016940,C,C,CON,,,,,,
220103,H,220103,CAJAS,07,06,,,,SEN,,,,,-77.000280,,"1,950",,,-8.250280,C,C,CON,,,,,,
109070,M,155409,CAHUISH,13,15,,,,SEN,,,,,-77.250280,,"4,725",,,-9.683610,C,C,CON,,,,,,
109046,M,154108,CAJAMARQUILLA,17,11,,,,SEN,,,,,-77.741360,,"3,286",,,-9.632040,F,C,CON,,,,,,
107070,M,153243,CAJAMARCA,12,15,,,,SEN,,,,,-78.483610,,"2,668",,,-7.150280,C,C,CON,,,,,,
107021,M,140305,CAJAMARCA,12,14,,,,COR,,,,,-78.489550,,"2,668",,,-7.138030,P,C,CON,,,,,,
110049,M,155103,CAJACAY,20,15,,,,SEN,,,,,-77.433610,,"3,560",,,-10.150280,C,C,CON,,,,,,
107008,M,000373,CAJABAMBA,12,11,,,,SEN,,,,,-78.051310,,"2,625",,,-7.621660,F,C,CON,,,,,,
108049,M,154114,BULDIBUYO,13,15,,,,SEN,,,,,-77.366940,,"3,150",,,-8.116940,C,C,CON,,,,,,
112025,M,000588,CAJAS CHICO,08,16,,,,SEN,,,,,-75.216940,,"3,246",,,-12.066940,C,C,CON,,,,,,
102002,M,151302,BARTRA,01,15,,,,SEN,,,,,-75.750280,,155,,,-2.500280,C,C,CON,,,,,,
111115,M,155447,BELLAVISTA,26,15,,,,SEN,,,,,-76.266940,,"4,295",,,-11.683610,C,C,CON,,,,,,
107012,M,000382,BELLAVISTA,07,11,,,,SEN,,,,,-76.558350,,247,,,-7.055180,F,C,CON,,,,,,
106104,M,000296,BEBEDERO,08,11,,,,SEN,,,,,-79.316940,,353,,,-6.800280,C,C,CON,,,,,,
104088,M,000227,BAYOBAR,04,11,,,,SEN,,,,,-81.016940,,35,,,-4.816940,C,C,CON,,,,,,
240111,H,260102,BELLAVISTA,02,06,,,,SEN,,,,,-73.068000,,91,,,-3.478600,F,C,CON,,,,,,
116035,M,140803,BASE AEREA VITOR,45,14,,,,COR,,,,,-71.833610,,"1,594",,,-16.416940,P,C,CON,,,,,,
102004,M,151501,BERGERIE,01,15,,,,SEN,,,,,-71.916940,,98,,,-2.333610,C,C,CON,,,,,,
220807,H,220808,BARRIZALES,08,06,,,,SEN,,,,,-79.283610,,"2,756",,,-5.383610,C,C,CON,,,,,,
105009,M,150702,BARRIZALES,08,15,,,,SEN,,,,,-79.283610,,"2,756",,,-5.383610,C,C,CON,,,,,,
200424,H,200425,BARRIOS,05,06,,,,SEN,,,,,-79.700280,,335,,,-5.283610,C,C,CON,,,,,,
105033,M,152147,BARRIOS,05,15,,,,SEN,,,,,-79.700280,,335,,,-5.283610,C,C,CON,,,,,,
201212,H,201212,BARRANCA 3,09,06,,,,SEN,,,,,-79.583610,,2,,,-7.333610,C,C,CON,,,,,,
107049,M,000345,CARTAVIO,10,12,,,,SEN,,,,,-79.216940,,58,,,-7.883610,C,C,CON,,,,,,
201001,H,201001,BATAN,08,05,,,,SEN,,,,,-79.289320,,246,,,-6.803590,C,C,CON,,,,,,
110097,M,155303,BOLOGNESI,11,15,,,,SEN,,,,,-74.000280,,181,,,-10.066940,C,C,CON,,,,,,
112098,M,155475,CALICANTO,08,15,,,,SEN,,,,,-75.583610,,"3,740",,,-12.000280,C,C,CON,,,,,,
105083,M,152231,BUENOS AIRES,01,15,,,,SEN,,,,,-77.033610,,890,,,-5.866940,C,C,CON,,,,,,
112081,M,151212,SAN PEDRO DE PILAS,30,15,,,,SEN,,,,,-76.225590,,"2,690",,,-12.454800,F,C,CON,,,,,,
220105,H,220105,SAN REGIS,14,06,,,,SEN,,,,,-73.907600,,96,,,-4.513200,F,C,CON,,,,,,
105101,M,000213,HACIENDA YAPATERA,05,16,,,,SEN,,,,,-80.133610,,117,,,-5.066940,C,C,CON,,,,,,
108063,M,155401,HIDRO,14,15,,,,SEN,,,,,-77.850280,,"1,550",,,-8.800280,C,C,CON,,,,,,
202603,H,202603,HIDRO OYON,23,06,,,,SEN,,,,,-76.800280,,"4,340",,,-10.633610,C,C,CON,,,,,,
109011,M,000428,HIDROELECTRICA,18,11,,,,SEN,,,,,-77.850280,,"2,638",,,-9.816940,C,C,CON,,,,,,
105015,M,152111,HACIENDA BIGOTE,05,15,,,,SEN,,,,,-79.785700,,198,,,-5.320900,F,C,CON,,,,,,
113067,M,151503,HUACHOS,33,11,,,,SEN,,,,,-75.533480,,"2,736",,,-13.220600,F,C,CON,,,,,,
113079,M,155497,HUACHOCOLPA,08,15,,,,SEN,,,,,-74.950280,,"4,130",,,-13.033610,C,C,CON,,,,,,
113113,M,156303,HUACHIBAMBA,03,15,,,,SEN,,,,,-72.100280,,"4,225",,,-13.050280,C,C,CON,,,,,,
112090,M,155266,HUACHAC,08,15,,,,SEN,,,,,-75.333610,,"3,328",,,-12.050280,C,C,CON,,,,,,
112052,M,000626,HUACRAPUQUIO,08,16,,,,SEN,,,,,-75.200280,,"3,564",,,-12.166940,C,C,CON,,,,,,
112043,M,000615,HIPOLITO UNANUE,26,12,,,,SEN,,,,,-77.116940,,23,,,-12.066940,C,C,CON,,,,,,
201501,H,201501,HUACAPONGO,12,06,,,,SEN,,,,,-78.666940,,247,,,-8.383610,C,C,CON,,,,,,
114078,M,157213,HUACAn,10,15,,,,SEN,,,,,-73.883610,,"3,120",,,-14.166940,C,C,CON,,,,,,
201717,H,201717,HUACAMARCANGA,14,06,,,,SEN,,,,,-78.287600,,"3,902",,,-8.108100,F,C,CON,,,,,,
108048,M,154112,HUACAMARCANGA,14,16,,,,SEN,,,,,-78.293700,,"4,092",,,-8.122100,F,C,CON,,,,,,
113073,M,151509,HORNADA,34,15,,,,SEN,,,,,-75.100280,,"4,530",,,-13.433610,C,C,CON,,,,,,
202002,H,202002,HACIENDA POCTAO,17,06,,,,SEN,,,,,-78.066940,,431,,,-9.533610,C,C,CON,,,,,,
107072,M,153270,HUACRACHUCO,09,15,,,,SEN,,,,,-78.433610,,"3,057",,,-7.300280,C,C,CON,,,,,,
112019,M,000582,HACIENDA COLPAS,08,16,,,,SEN,,,,,-75.300280,,"3,300",,,-12.000280,C,C,CON,,,,,,
111128,M,155463,HACIENDA PUCARA,08,15,,,,SEN,,,,,-76.066940,,"4,234",,,-11.583610,C,C,CON,,,,,,
104006,M,150108,HACIENDA FERNANDEZ,00,15,,,,SEN,,,,,-80.950280,,182,,,-4.166940,C,C,CON,,,,,,
106041,M,000312,HACIENDA EL MOLINO,11,16,,,,SEN,,,,,-78.466940,,"2,260",,,-6.483610,C,C,CON,,,,,,
107074,M,153272,HACIENDA EDELMIRA,12,15,,,,SEN,,,,,-78.216940,,"2,190",,,-7.366940,C,C,CON,,,,,,
106074,M,153202,HACIENDA CHANCAY,07,15,,,,SEN,,,,,-78.866940,,"1,849",,,-6.566940,C,C,CON,,,,,,
114015,M,000719,HACIENDA HUAYURI,36,16,,,,SEN,,,,,-75.183610,,395,,,-14.583610,C,C,CON,,,,,,
111138,M,155473,HACIENDA CONSAC,08,15,,,,SEN,,,,,-75.633610,,"3,883",,,-11.983610,C,C,CON,,,,,,
112092,M,155268,HACIENDA JATUNHUASI,08,15,,,,SEN,,,,,-75.600280,,"4,075",,,-12.083610,C,C,CON,,,,,,
115104,M,157332,HACIENDA COLINI,03,15,,,,SEN,,,,,-70.883610,,"4,380",,,-15.650280,C,C,CON,,,,,,
113103,M,156215,HACIENDA COCHAS,10,15,,,,SEN,,,,,-73.883610,,"3,323",,,-13.033610,C,C,CON,,,,,,
111117,M,155449,HACIENDA COCHAS,08,15,,,,SEN,,,,,-75.800280,,"4,160",,,-11.966940,C,C,CON,,,,,,
113049,M,000721,HACIENDA CAUCATO,33,11,,,,SEN,,,,,-76.066940,,280,,,-13.416940,C,C,CON,,,,,,
110121,M,155476,HACIENDA CARMEN CHICO,07,15,,,,SEN,,,,,-76.200280,,"4,150",,,-10.633610,C,C,CON,,,,,,
113047,M,000717,HACIENDA CANYAR,33,11,,,,SEN,,,,,-76.133610,,62,,,-13.466940,C,C,CON,,,,,,
111121,M,155456,HACIENDA CORPACANCHA,08,15,,,,SEN,,,,,-76.216940,,"4,125",,,-11.366940,C,C,CON,,,,,,
115102,M,157330,HACIENDA MOROCAQUI,44,15,,,,SEN,,,,,-71.050280,,"4,438",,,-15.616940,C,C,CON,,,,,,
204720,H,204722,JANCOLACAYA,43,05,,,,SEN,,,,,-72.833610,,"3,159",,,-15.850280,C,C,CON,,,,,,
115030,M,000773,HACIENDA PINAYA,03,11,,,,SEN,,,,,-70.916940,,"4,417",,,-15.583610,C,C,CON,,,,,,
204621,H,204622,HACIENDA PAMPATA,44,05,,,,SEN,,,,,-72.699570,,73,,,-16.541930,F,C,CON,,,,,,
116039,M,158200,HACIENDA PAMPATA,44,15,,,,SEN,,,,,-72.700280,,100,,,-16.550280,C,C,CON,,,,,,
111137,M,155472,HACIENDA PACHACAYO,08,15,,,,SEN,,,,,-75.716940,,"3,542",,,-11.766940,C,C,CON,,,,,,
110078,M,155277,HACIENDA HUANCA,07,15,,,,SEN,,,,,-76.083610,,"4,270",,,-10.683610,C,C,CON,,,,,,
115123,M,157451,HACIENDA ORDUn,03,15,,,,SEN,,,,,-70.866940,,"4,807",,,-15.433610,C,C,CON,,,,,,
202601,H,202601,LAGUNA SURASACA,23,05,,,,SEN,,,,,-76.788500,,"4,385",,,-10.521300,F,C,CON,,,,,,
106001,M,000356,LAJAS,10,11,,,,SEN,,,,,-78.745280,,"2,168",,,-6.558890,C,C,CON,,,,,,
112059,M,000642,LAIVE,08,11,,,,SEN,,,,,-75.360530,,"3,833",,,-12.252290,F,C,CON,,,,,,
210402,H,210402,LAGUNILLAS,03,05,,,,SEN,,,,,-70.700280,,"4,634",,,-15.700280,C,C,CON,,,,,,
115028,M,000763,LAGUNILLAS,03,11,,,,SEN,,,,,-70.661300,,"4,250",,,-15.768000,C,C,CON,,,,,,
230714,H,230714,LAGUNACCARACOCHA,10,05,,,,SEN,,,,,-75.100280,,"4,600",,,-13.350280,C,C,CON,,,,,,
200303,H,200304,LAGARTERA,04,06,,,,SEN,,,,,-80.066940,,472,,,-4.733610,C,C,CON,,,,,,
115120,M,157434,LAMPA,03,15,,,,SEN,,,,,-70.383610,,"3,865",,,-15.366940,C,C,CON,,,,,,
112033,M,000601,LA PUNTA,26,11,,,,SEN,,,,,-77.167160,,13,,,-12.068840,C,C,CON,,,,,,
202301,H,202301,LA RINCONADA,20,06,,,,SEN,,,,,-77.733610,,425,,,-10.433610,C,C,CON,,,,,,
114053,M,000884,LA RAYA,03,11,,,,SEN,,,,,-70.984830,,"4,350",,,-14.483420,C,C,CON,,,,,,
111072,M,155117,LA QUISHA,26,15,,,,SEN,,,,,-76.379440,,"4,762",,,-11.516940,C,C,CON,,,,,,
113021,M,000663,LA QUINUA,08,11,,,,SEN,,,,,-74.141590,,"3,215",,,-13.055480,F,C,CON,,,,,,
220403,H,220403,LA SAVILA,10,06,,,,SEN,,,,,-79.016940,,994,,,-6.033610,C,C,CON,,,,,,
113052,M,000724,LA PUNTILLA,00,11,,,,SEN,,,,,-76.233610,,33,,,-13.816940,C,C,CON,,,,,,
107078,M,153277,LA TAYA,12,15,,,,SEN,,,,,-78.283610,,"3,600",,,-7.466940,C,C,CON,,,,,,
115099,M,157327,LA PULPERA,44,15,,,,SEN,,,,,-71.450280,,"4,377",,,-15.616940,C,C,CON,,,,,,
111073,M,155118,LA PIRHUA,26,15,,,,SEN,,,,,-76.316940,,"4,782",,,-11.683610,C,C,CON,,,,,,
203804,H,203804,LA PEn,36,05,,,,SEN,,,,,-75.166940,,386,,,-14.533610,C,C,CON,,,,,,
105089,M,152400,LA PEDRERA,11,15,,,,SEN,,,,,-74.533610,,122,,,-5.766940,C,C,CON,,,,,,
221508,H,221508,LA PECA,09,06,,,,SEN,,,,,-78.400280,,"1,450",,,-5.600280,C,C,CON,,,,,,
204905,H,204905,LA PASCANA,46,05,,,,SEN,,,,,-71.638790,,222,,,-16.999360,F,C,CON,,,,,,
107035,M,000318,LA VICTORIA,12,16,,,,SEN,,,,,-78.459470,,"2,630",,,-7.191190,F,C,CON,,,,,,
103017,M,151101,EL CAUCHO,01,15,,,,SEN,,,,,-80.266940,,438,,,-3.816940,C,C,CON,,,,,,
104042,M,152151,LAGARTERA,04,15,,,,SEN,,,,,-79.966940,,"1,471",,,-4.733610,C,C,CON,,,,,,
107092,M,153327,HUANGACOCHA,12,15,,,,SEN,,,,,-78.068100,,"3,770",,,-7.937500,F,C,CON,,,,,,
230709,H,230709,LAG  PARIONA,10,05,,,,SEN,,,,,-75.016940,,"4,400",,,-13.550280,C,C,CON,,,,,,
111088,M,155217,LACHAQUI,25,15,,,,SEN,,,,,-76.628440,,"3,670",,,-11.553270,F,C,CON,,,,,,
107026,M,152194,LA ROSA,10,15,,,,SEN,,,,,-78.466940,,"2,684",,,-7.583610,C,C,CON,,,,,,
107016,M,000391,JESUS,12,11,,,,SEN,,,,,-78.388410,,"2,564",,,-7.245700,F,C,CON,,,,,,
210303,H,210303,LLUSTA,05,05,,,,SEN,,,,,-69.716940,,"4,101",,,-16.866940,C,C,CON,,,,,,
204724,H,204727,LLUCLLA II,45,05,,,,SEN,,,,,-72.033610,,"1,868",,,-16.183610,C,C,CON,,,,,,
116036,M,152169,LLUCLLA,45,15,,,,SEN,,,,,-72.033610,,"1,868",,,-16.183610,C,C,CON,,,,,,
114067,M,157200,LLAUTA,36,15,,,,SEN,,,,,-74.925500,,"2,569",,,-14.246600,F,C,CON,,,,,,
204725,H,204728,LLUTA II,45,05,,,,SEN,,,,,-72.016940,,"2,942",,,-16.050280,C,C,CON,,,,,,
105020,M,152122,MALACASI,05,11,,,,SEN,,,,,-79.883610,,240,,,-5.316940,C,C,CON,,,,,,
104016,M,152103,LANCONES,04,11,,,,SEN,,,,,-80.547170,,136,,,-4.642880,F,C,CON,,,,,,
104079,M,000208,MALLARES,04,12,,,,SEN,,,,,-80.735560,,44,,,-4.855740,F,C,CON,,,,,,
109038,M,150901,MALVAS,19,11,,,,SEN,,,,,-77.655190,,"3,009",,,-9.927230,F,C,CON,,,,,,
111123,M,155458,MALPASO,08,15,,,,SEN,,,,,-76.033610,,"3,855",,,-11.400280,C,C,CON,,,,,,
104051,M,152192,MALINGAS,05,15,,,,SEN,,,,,-80.250280,,77,,,-4.950280,C,C,CON,,,,,,
112149,M,156213,MACHENTE,09,15,,,,SEN,,,,,-73.872540,,"1,080",,,-12.683870,C,C,CON,,,,,,
111013,M,000525,HUAYCHULO,08,16,,,,SEN,,,,,-75.100280,,"4,550",,,-11.883610,C,C,CON,,,,,,
107073,M,153271,HUAYCOT,10,15,,,,SEN,,,,,-78.383610,,"3,268",,,-7.416940,C,C,CON,,,,,,
112024,M,000587,HUAYAO,08,16,,,,SEN,,,,,-75.266940,,"3,225",,,-12.033610,C,C,CON,,,,,,
112056,M,000635,HUAYAO,08,12,,,,SEN,,,,,-75.320490,,"3,321",,,-12.040200,F,C,CON,,,,,,
113046,M,000715,HUAYLLAPAMPA,04,11,,,,SEN,,,,,-71.433610,,"3,358",,,-13.566940,C,C,CON,,,,,,
201709,H,201709,LLANGANUCO,14,06,,,,SEN,,,,,-77.650280,,"4,482",,,-9.066940,C,C,CON,,,,,,
