V_COD_ESTA,V_COD_TIPO,V_COD_ANESTA,V_NOM_ESTA,V_COD_CUEN,V_COD_CATE,V_COD_PROV,V_COD_DEP,V_COD_DIST,V_COD_ENTI,V_COD_DRE,N_LON_GRAD,N_LON_MIN,N_LON_SEG,N_LON_SIG,N_LAT_GRAD,N_ALT_MTS,N_LAT_MIN,N_LAT_SEG,N_LAT_SIG,V_COD_COND,V_SUB_ESTA,V_CLAS_ESTA,V_COD_ZONA,V_COD_CUENCA,V_NOM_CUENCA,V_COD_POSTAL,N_MIN_HELADA,N_MAX_HELADA
104064,M,152300,RIMACHI,02,15,,,,SEN,,,,,-76.650280,,131,,,-4.416940,C,C,CON,,,,,,
112040,M,000612,RIMAC,26,11,,,,SEN,,,,,-77.050280,,109,,,-12.016940,C,C,CON,,,,,,
111095,M,155229,RICRAN,05,11,,,,SEN,,,,,-75.527300,,"3,674",,,-11.540000,F,C,CON,,,,,,
103036,M,000130,RICA PLAYA,02,11,,,,SEN,,,,,-80.505460,,68,,,-3.811900,F,C,CON,,,,,,
114052,M,000856,RIACHUELO,35,11,,,,SEN,,,,,-75.697740,,481,,,-14.027300,C,C,CON,,,,,,
200908,H,200908,RESERVORIO TINAJONES,07,06,,,,SEN,,,,,-79.633610,,255,,,-6.666940,C,C,CON,,,,,,
108009,M,000416,RINCONADA,14,11,,,,SEN,,,,,-78.566940,,81,,,-8.900280,C,C,CON,,,,,,
109044,M,154105,QUIAN,18,15,,,,SEN,,,,,-77.950280,,876,,,-9.766940,C,C,CON,,,,,,
110060,M,155208,RAURA,23,15,,,,SEN,,,,,-76.733610,,"4,900",,,-10.483610,C,C,CON,,,,,,
115108,M,157401,QUILLISANI,03,15,,,,SEN,,,,,-70.750280,,"4,758",,,-15.383610,C,C,CON,,,,,,
201716,H,201716,QUILLCAY,14,06,,,,SEN,,,,,-77.516940,,"3,250",,,-9.516940,C,C,CON,,,,,,
112036,M,000606,QUILLABAMBA,03,12,,,,SEN,,,,,-72.691740,,"1,001",,,-12.856450,F,C,CON,,,,,,
230913,H,230917,QUILLON,08,05,,,,SEN,,,,,-75.150280,,"3,422",,,-12.383610,C,C,CON,,,,,,
106039,M,000309,QUILCATE,07,11,,,,SEN,,,,,-78.744000,,"3,076",,,-6.822750,F,C,CON,,,,,,
113064,M,140609,QUINCEMIL,05,14,,,,COR,,,,,-70.765280,,672,,,-13.223610,C,C,CON,,,,,,
106067,M,153109,QUEROCOTILLO,10,15,,,,SEN,,,,,-79.036960,,"1,970",,,-6.273660,P,C,CON,,,,,,
109012,M,000429,QUEROCOCHA # 4,14,11,,,,SEN,,,,,-77.333610,,"4,200",,,-9.716940,C,C,CON,,,,,,
201711,H,201711,QUEROCOCHA,14,06,,,,SEN,,,,,-77.500280,,"3,745",,,-9.666940,C,C,CON,,,,,,
114001,M,000667,QUEROBAMBA,10,11,,,,SEN,,,,,-73.833610,,"3,502",,,-14.016940,C,C,CON,,,,,,
112144,M,156147,QUEOLLACOCHA,08,15,,,,SEN,,,,,-74.633610,,"3,606",,,-12.466940,C,C,CON,,,,,,
204803,H,204803,QUELLAVECO,47,05,,,,SEN,,,,,-70.600280,,"3,873",,,-17.100280,C,C,CON,,,,,,
106076,M,153205,QUILCATE,07,15,,,,SEN,,,,,-78.733610,,"3,250",,,-6.816940,C,C,CON,,,,,,
105038,M,152193,QUISPAMPA,10,15,,,,SEN,,,,,-79.450280,,"1,976",,,-5.266940,C,C,CON,,,,,,
111129,M,155464,QUIULLA,08,15,,,,SEN,,,,,-75.833610,,"3,780",,,-11.616940,C,C,CON,,,,,,
110106,M,155429,QUIULACOCHA,08,15,,,,SEN,,,,,-76.283610,,"4,300",,,-10.700280,C,C,CON,,,,,,
201703,H,201703,QUITARACSA,14,06,,,,SEN,,,,,-77.850280,,"2,226",,,-8.783610,C,C,CON,,,,,,
109043,M,154104,QUILLO,17,15,,,,SEN,,,,,-78.033610,,"1,413",,,-9.333610,C,C,CON,,,,,,
108060,M,154401,QUISTICOCHA,14,15,,,,SEN,,,,,-77.950280,,"3,150",,,-8.833610,C,C,CON,,,,,,
111069,M,155114,RIO PALLANGA,08,15,,,,SEN,,,,,-76.450280,,"4,633",,,-11.150280,C,C,CON,,,,,,
202303,H,202319,QUISHA,26,06,,,,SEN,,,,,-76.383610,,"4,650",,,-11.516940,C,C,CON,,,,,,
108044,M,154102,QUIRUVILCA,11,15,,,,SEN,,,,,-78.307910,,"4,047",,,-8.004220,F,C,CON,,,,,,
109069,M,155408,QUIRUNCANCHA,14,15,,,,SEN,,,,,-77.500280,,"4,318",,,-9.733610,C,C,CON,,,,,,
201401,H,201401,QUIRIHUAC,11,06,,,,SEN,,,,,-78.866940,,200,,,-8.083610,C,C,CON,,,,,,
116049,M,158301,QUINISTAQUILLAS,46,11,,,,SEN,,,,,-70.878580,,"1,765",,,-16.749710,F,C,CON,,,,,,
103029,M,000276,QUISTOCOCHA,05,11,,,,SEN,,,,,-73.316940,,94,,,-3.816940,C,C,CON,,,,,,
111101,M,155258,SAN BLAS,08,15,,,,SEN,,,,,-76.183610,,"4,400",,,-11.100280,C,C,CON,,,,,,
230802,H,230903,RIO HUARON,08,06,,,,SEN,,,,,-76.316940,,"4,200",,,-11.183610,C,C,CON,,,,,,
203001,H,203001,SAN DAMIAN,27,06,,,,SEN,,,,,-76.400280,,"2,842",,,-12.016940,C,C,CON,,,,,,
112125,M,156101,SAN DAMIAN,27,15,,,,SEN,,,,,-76.383610,,"3,525",,,-12.016940,C,C,CON,,,,,,
221803,H,221803,SAN CRISTOBAL,03,06,,,,SEN,,,,,-76.450280,,231,,,-7.000280,C,C,CON,,,,,,
111134,M,155469,SAN CRISTOBAL,08,15,,,,SEN,,,,,-76.050280,,"5,052",,,-11.733610,C,C,CON,,,,,,
111096,M,155230,SAN ELOY DE SINGAYAC,05,15,,,,SEN,,,,,-75.283610,,"2,100",,,-11.250280,C,C,CON,,,,,,
112095,M,155445,COBRIZA,08,15,,,,SEN,,,,,-74.383610,,"2,190",,,-12.566940,C,C,CON,,,,,,
230916,H,230920,COBRIZA,08,05,,,,SEN,,,,,-74.383610,,"2,190",,,-12.566940,C,C,CON,,,,,,
113012,M,000643,COCAS,34,11,,,,SEN,,,,,-75.366940,,"3,461",,,-13.266940,C,C,CON,,,,,,
106058,M,000353,COCHABAMBA,10,11,,,,SEN,,,,,-78.888600,,"1,653",,,-6.460090,F,C,CON,,,,,,
110081,M,155280,COCHACHUPAN #1,05,15,,,,SEN,,,,,-75.866940,,"4,010",,,-10.783610,C,C,CON,,,,,,
110082,M,155281,COCHACHUPAN #2 Y #3,05,15,,,,SEN,,,,,-75.866940,,"4,010",,,-10.783610,C,C,CON,,,,,,
220814,H,220815,COCHALAN,08,05,,,,SEN,,,,,-78.988500,,729,,,-5.465100,F,C,CON,,,,,,
114085,M,157236,COCHALLA,37,15,,,,SEN,,,,,-74.050280,,"3,607",,,-14.716940,C,C,CON,,,,,,
112143,M,156146,COCHARAN,08,15,,,,SEN,,,,,-74.750280,,"2,640",,,-12.483610,C,C,CON,,,,,,
230909,H,230912,COCHAS-TUNEL,08,05,,,,SEN,,,,,-75.733610,,"3,940",,,-11.850280,C,C,CON,,,,,,
240104,H,240103,COCHIQUINAS,05,05,,,,SEN,,,,,-71.666940,,92,,,-3.733610,C,C,CON,,,,,,
107001,M,000357,COINA,10,11,,,,SEN,,,,,-78.366940,,"1,874",,,-7.800280,C,C,CON,,,,,,
115006,M,000710,CONDOROMA,44,11,,,,SEN,,,,,-71.300280,,"4,287",,,-15.400280,C,C,CON,,,,,,
111002,M,000487,COLLIQUE,25,11,,,,SEN,,,,,-77.046740,,147,,,-11.919890,C,C,CON,,,,,,
114028,M,000747,CHALHUANCA,09,11,,,,SEN,,,,,-73.179170,,"3,358",,,-14.392780,C,C,CON,,,,,,
220312,H,220312,CONCHAN DERIVACION,11,06,,,,SEN,,,,,-78.666940,,"2,450",,,-6.450280,C,C,CON,,,,,,
111107,M,155264,CONCEPCION,08,15,,,,SEN,,,,,-75.316940,,"3,287",,,-11.916940,C,C,CON,,,,,,
111034,M,000564,CONCEPCION,08,11,,,,SEN,,,,,-75.316940,,"3,287",,,-11.916940,C,C,CON,,,,,,
115119,M,157421,COJATA,00,15,,,,SEN,,,,,-69.363690,,"4,380",,,-15.025420,C,C,CON,,,,,,
109074,M,155413,COLLOTA,14,15,,,,SEN,,,,,-77.366940,,"3,945",,,-9.950280,C,C,CON,,,,,,
115040,M,000789,COLLACACHI,05,11,,,,SEN,,,,,-69.983610,,"3,900",,,-15.966940,C,C,CON,,,,,,
113116,M,156306,COLQUEPATA,04,11,,,,SEN,,,,,-71.673360,,"3,696",,,-13.363130,F,C,CON,,,,,,
112010,M,000506,COLPA,08,11,,,,SEN,,,,,-75.483610,,"3,486",,,-12.000280,C,C,CON,,,,,,
201705,H,201705,COLCAS,14,06,,,,SEN,,,,,-77.833610,,"2,361",,,-8.916940,C,C,CON,,,,,,
112070,M,000675,CIRIALO,03,11,,,,SEN,,,,,-73.183610,,"1,150",,,-12.716940,C,C,CON,,,,,,
111031,M,000560,COMAS,05,11,,,,SEN,,,,,-75.130120,,"3,603",,,-11.747940,F,C,CON,,,,,,
230903,H,230905,CASARACRA,08,05,,,,SEN,,,,,-75.950280,,"4,095",,,-11.466940,C,C,CON,,,,,,
116047,M,158211,COALAQUE,46,15,,,,SEN,,,,,-71.016940,,"2,250",,,-16.650280,P,C,CON,,,,,,
103027,M,000271,CASTRO,04,11,,,,SEN,,,,,-77.816940,,224,,,-3.066940,C,C,CON,,,,,,
110055,M,155180,CASHAURCO,21,15,,,,SEN,,,,,-76.833610,,"4,825",,,-10.466940,C,C,CON,,,,,,
107053,M,000355,CASCAS,10,11,,,,SEN,,,,,-78.833610,,"1,700",,,-7.450280,C,C,CON,,,,,,
201301,H,201301,CASCABAMBA,09,06,,,,SEN,,,,,-78.733770,,"3,331",,,-7.383320,F,C,CON,,,,,,
113122,M,000809,CAICAY,03,11,,,,SEN,,,,,-71.695810,,"3,117",,,-13.599990,F,C,CON,,,,,,
111055,M,000998,CASARACRA,08,16,,,,SEN,,,,,-75.950280,,"3,850",,,-11.450280,C,C,CON,,,,,,
106042,M,000320,CAYALTI,08,12,,,,SEN,,,,,-79.547000,,90,,,-6.880800,F,C,CON,,,,,,
111124,M,155459,CASARACRA,08,15,,,,SEN,,,,,-75.950280,,"3,850",,,-11.450280,C,C,CON,,,,,,
110120,M,155452,CASAPATOS,08,15,,,,SEN,,,,,-76.033610,,"4,167",,,-10.966940,C,C,CON,,,,,,
111114,M,155446,CASAPALCA,26,15,,,,SEN,,,,,-76.233320,,"4,294",,,-11.638040,F,C,CON,,,,,,
107083,M,153287,CASAIS,10,15,,,,SEN,,,,,-78.416940,,"2,209",,,-7.500280,C,C,CON,,,,,,
107048,M,000344,CASA GRANDE,10,12,,,,SEN,,,,,-79.183610,,139,,,-7.750280,C,C,CON,,,,,,
202609,H,202609,CASA BLANCA,23,06,,,,SEN,,,,,-77.216940,,790,,,-11.150280,C,C,CON,,,,,,
115004,M,000707,CASCA,44,11,,,,SEN,,,,,-71.666940,,"5,149",,,-15.533610,C,C,CON,,,,,,
106010,M,000371,CELENDIN,13,11,,,,SEN,,,,,-78.144850,,"2,602",,,-6.852920,F,C,CON,,,,,,
107064,M,153217,ASUNCION,09,15,,,,SEN,,,,,-78.516940,,"2,101",,,-7.316940,C,C,CON,,,,,,
107018,M,000393,ASUNCION,09,11,,,,SEN,,,,,-78.515820,,"2,270",,,-7.326040,F,C,CON,,,,,,
112109,M,155495,ASTOBAMBA,08,15,,,,SEN,,,,,-75.100280,,"4,500",,,-12.950280,C,C,CON,,,,,,
230928,H,230935,ASHANINGA,07,05,,,,SEN,,,,,-74.316940,,"1,063",,,-11.233610,C,C,CON,,,,,,
104032,M,152139,ARRENDAMIENTOS,04,15,,,,SEN,,,,,-79.900280,,"3,044",,,-4.833610,C,C,CON,,,,,,
115045,M,000814,ARMA,43,11,,,,SEN,,,,,-72.766940,,"4,336",,,-15.400280,C,C,CON,,,,,,
112004,M,000492,ATOCONGO,27,11,,,,SEN,,,,,-76.900280,,142,,,-12.216940,C,C,CON,,,,,,
200414,H,200415,CHILILIQUE,05,06,,,,SEN,,,,,-80.066940,,250,,,-5.033610,C,C,CON,,,,,,
107051,M,000347,CHICLIN,10,11,,,,SEN,,,,,-79.150280,,117,,,-7.833610,C,C,CON,,,,,,
220507,H,220507,CHICHAGUA,10,06,,,,SEN,,,,,-79.233610,,"1,000",,,-5.950280,C,C,CON,,,,,,
115078,M,157300,CHICHAS,43,11,,,,SEN,,,,,-72.918310,,"2,161",,,-15.548110,F,C,CON,,,,,,
105011,M,150704,CHICHILAPA,08,15,,,,SEN,,,,,-79.316940,,"2,240",,,-5.250280,C,C,CON,,,,,,
210302,H,210302,CHICHILLAPI,05,05,,,,SEN,,,,,-69.750280,,"4,150",,,-16.933610,C,C,CON,,,,,,
105032,M,152146,CHIGNIA,05,15,,,,SEN,,,,,-79.700280,,556,,,-5.600280,C,C,CON,,,,,,
116020,M,000847,CHIGUATA,45,11,,,,SEN,,,,,-71.409130,,"2,902",,,-16.406440,F,C,CON,,,,,,
104091,M,000232,CHILACO,04,11,,,,SEN,,,,,-80.500280,,100,,,-4.700280,C,C,CON,,,,,,
230402,H,230402,CHILCA,03,05,,,,SEN,,,,,-72.000280,,"3,735",,,-13.333610,C,C,CON,,,,,,
113101,M,156212,CHILCAYOC,10,11,,,,SEN,,,,,-73.726800,,"3,395",,,-13.883000,F,C,CON,,,,,,
107058,M,153203,CHILETE,09,15,,,,SEN,,,,,-78.837990,,848,,,-7.219680,F,C,CON,,,,,,
110096,M,155298,CHIQUICOCHA,07,15,,,,SEN,,,,,-76.150280,,"4,130",,,-10.633610,C,C,CON,,,,,,
114086,M,157305,CHINCHAYLLAPA,43,15,,,,SEN,,,,,-72.733610,,"4,497",,,-14.916940,C,C,CON,,,,,,
110070,M,155227,CHALGO,23,15,,,,SEN,,,,,-76.600280,,"4,700",,,-10.850280,C,C,CON,,,,,,
114079,M,157214,CHIPAO,10,15,,,,SEN,,,,,-73.884240,,"3,342",,,-14.366880,C,C,CON,,,,,,
105041,M,152205,CHINGANZA,13,15,,,,SEN,,,,,-78.433610,,578,,,-5.416940,C,C,CON,,,,,,
230915,H,230919,CHINCHI,08,05,,,,SEN,,,,,-74.916940,,"3,150",,,-12.533610,C,C,CON,,,,,,
112074,M,000767,CHINCHERO,04,16,,,,SEN,,,,,-72.050280,,"2,575",,,-12.566940,C,C,CON,,,,,,
112107,M,155493,CHILICOCHA,08,15,,,,SEN,,,,,-75.400280,,"4,653",,,-12.683610,C,C,CON,,,,,,
103025,M,151601,CHIMBOTE,05,15,,,,SEN,,,,,-70.783610,,88,,,-3.933610,C,C,CON,,,,,,
109034,M,140399,CHIMBOTE,15,14,,,,COR,,,,,-78.525910,,11,,,-9.150540,F,C,CON,,,,,,
116056,M,158329,CHILLIGUA,05,15,,,,SEN,,,,,-69.677780,,"4,164",,,-16.542220,C,C,CON,,,,,,
115088,M,157313,AYO,44,11,,,,SEN,,,,,-72.270400,,"1,947",,,-15.683300,F,C,CON,,,,,,
202402,H,202402,ALPAS Y TOMAS ALTAS,21,06,,,,SEN,,,,,-77.533610,,528,,,-10.633610,C,C,CON,,,,,,
105034,M,152159,ALTAMIZA,05,15,,,,SEN,,,,,-79.733610,,"2,527",,,-5.066940,C,C,CON,,,,,,
110110,M,155433,ALTO MACHAY,05,15,,,,SEN,,,,,-75.983610,,"4,134",,,-10.750280,C,C,CON,,,,,,
113020,M,000662,ALLPACHACA,08,11,,,,SEN,,,,,-74.266940,,"3,600",,,-13.383610,C,C,CON,,,,,,
110042,M,151211,AMBAR,22,15,,,,SEN,,,,,-77.266800,,"2,076",,,-10.754840,F,C,CON,,,,,,
110024,M,000551,AMBO - IDMA,07,11,,,,SEN,,,,,-76.166940,,"2,070",,,-10.133610,C,C,CON,,,,,,
109037,M,140434,ANTA,14,14,,,,COR,,,,,-77.599070,,"2,748",,,-9.347160,P,C,CON,,,,,,
201211,H,201211,BARRANCA 1,09,06,,,,SEN,,,,,-79.583610,,28,,,-7.316940,C,C,CON,,,,,,
230925,H,230930,ANGASMAYO,08,05,,,,SEN,,,,,-75.283610,,"3,261",,,-12.050280,C,C,CON,,,,,,
112101,M,155486,ANGASMAYO,08,15,,,,SEN,,,,,-75.350280,,"3,574",,,-12.033610,C,C,CON,,,,,,
105093,M,152500,ANGAMOS,04,15,,,,SEN,,,,,-72.888890,,103,,,-5.166840,C,C,CON,,,,,,
105078,M,000269,ANGAMOS,04,11,,,,SEN,,,,,-72.877100,,101,,,-5.149800,F,C,CON,,,,,,
114050,M,000826,ANANEA,02,11,,,,SEN,,,,,-69.533900,,"4,660",,,-14.676300,F,C,CON,,,,,,
111112,M,155301,ANDAMARCA,08,15,,,,SEN,,,,,-74.833610,,"3,535",,,-11.716940,C,C,CON,,,,,,
113026,M,000670,CHINCHEROS,10,16,,,,SEN,,,,,-73.716940,,"2,862",,,-13.516940,C,C,CON,,,,,,
112128,M,156104,AYAVIRI,29,15,,,,SEN,,,,,-76.136720,,"3,224",,,-12.382080,F,C,CON,,,,,,
210103,H,210103,PUENTE AYAVIRI,02,05,,,,SEN,,,,,-70.585440,,"3,900",,,-14.892490,P,C,CON,,,,,,
107033,M,000316,AYLAMBO,12,16,,,,SEN,,,,,-78.510120,,"2,908",,,-7.193450,F,C,CON,,,,,,
104047,M,152156,ANIA CABUYAL,04,15,,,,SEN,,,,,-79.483610,,"2,425",,,-4.850280,C,C,CON,,,,,,
105068,M,000253,BAGUA CHICA,09,12,,,,SEN,,,,,-78.533960,,397,,,-5.661480,F,C,CON,,,,,,
200902,H,200902,BARANDAS,07,06,,,,SEN,,,,,-79.133610,,850,,,-6.633610,C,C,CON,,,,,,
204606,H,204606,BAMPUTAn,44,05,,,,SEN,,,,,-71.116940,,"4,495",,,-15.566940,C,C,CON,,,,,,
107097,M,153349,BALZAYACU,07,15,,,,SEN,,,,,-76.783610,,940,,,-7.816940,C,C,CON,,,,,,
221601,H,221601,BALSAPATA,07,06,,,,SEN,,,,,-77.850280,,"2,100",,,-5.700280,C,C,CON,,,,,,
202401,H,202401,ALPAS,21,06,,,,SEN,,,,,-77.500280,,"1,082",,,-10.616940,C,C,CON,,,,,,
220107,H,220107,BORJA,14,06,,,,SEN,,,,,-77.548000,,152,,,-4.470000,F,C,CON,,,,,,
109015,M,000439,CARAZ,14,11,,,,SEN,,,,,-77.816940,,"2,247",,,-9.050280,C,C,CON,,,,,,
205004,H,205004,CANDARAVE,48,05,,,,SEN,,,,,-70.216940,,"3,107",,,-17.300280,C,C,CON,,,,,,
113018,M,000651,CANGALLO,10,11,,,,SEN,,,,,-74.116940,,"3,046",,,-13.633610,C,C,CON,,,,,,
230923,H,230928,CANIPACO,08,05,,,,SEN,,,,,-75.183610,,"3,271",,,-12.116940,C,C,CON,,,,,,
111026,M,000547,CANTA,25,12,,,,SEN,,,,,-76.625690,,"2,818",,,-11.471210,F,C,CON,,,,,,
103042,M,000136,CAnAVERA,03,11,,,,SEN,,,,,-80.650580,,133,,,-3.939100,F,C,CON,,,,,,
113006,M,000616,CAnET,00,12,,,,SEN,,,,,-76.330420,,116,,,-13.074750,F,C,CON,,,,,,
117041,M,158326,CAPAZO,09,11,,,,SEN,,,,,-69.739100,,"4,423",,,-17.182700,F,C,CON,,,,,,
104005,M,150107,CAPITAN HOYLE,02,15,,,,SEN,,,,,-80.483610,,235,,,-4.066940,C,C,CON,,,,,,
106105,M,000298,CAPITANIA ETEN,00,16,,,,SEN,,,,,-79.850280,,22,,,-6.950280,C,C,CON,,,,,,
111082,M,155203,CARAC,24,15,,,,SEN,,,,,-76.783610,,"2,600",,,-11.183610,C,C,CON,,,,,,
221818,H,221820,SERRANOYACU (AFLUENTE),01,06,,,,SEN,,,,,-77.500280,,"1,374",,,-5.783610,C,C,CON,,,,,,
111091,M,155223,CARAMPOMA,26,15,,,,SEN,,,,,-76.515140,,"3,424",,,-11.655030,F,C,CON,,,,,,
113036,M,000685,CALCA,03,11,,,,SEN,,,,,-71.950280,,"2,926",,,-13.333610,C,C,CON,,,,,,
113102,M,156214,CARHUANCA,10,15,,,,SEN,,,,,-73.783610,,"3,278",,,-13.733610,C,C,CON,,,,,,
200312,H,200313,EL CIRUELO,04,06,,,,SEN,,,,,-80.150280,,300,,,-4.300280,C,C,CON,,,,,,
200408,H,200409,CARRASQUILLO,05,06,,,,SEN,,,,,-80.016940,,107,,,-5.216940,C,C,CON,,,,,,
109020,M,000454,CARPISH,07,11,,,,SEN,,,,,-76.094240,,"2,540",,,-9.705680,F,C,CON,,,,,,
115058,M,000888,CARITAMAYA,05,11,,,,SEN,,,,,-69.733610,,"3,823",,,-15.966940,C,C,CON,,,,,,
115075,M,157220,CARHUANILLAS,38,15,,,,SEN,,,,,-73.733610,,"3,479",,,-15.133610,C,C,CON,,,,,,
115018,M,000746,CARAVELI,42,11,,,,SEN,,,,,-73.362590,,"1,755",,,-15.775680,F,C,CON,,,,,,
110119,M,155451,CARHUAMAYO,08,15,,,,SEN,,,,,-76.050280,,"4,100",,,-10.916940,C,C,CON,,,,,,
230902,H,230904,CARHUACAYAN M-3,08,06,,,,SEN,,,,,-76.300280,,"4,120",,,-11.200280,C,C,CON,,,,,,
111070,M,155115,CARHUACAYAN,08,15,,,,SEN,,,,,-76.285050,,"4,127",,,-11.202670,P,C,CON,,,,,,
109064,M,155403,CARAZ,14,15,,,,SEN,,,,,-77.800280,,"2,241",,,-9.050280,C,C,CON,,,,,,
111145,M,155515,CANCHALLOC,08,15,,,,SEN,,,,,-76.300280,,"4,400",,,-11.483610,C,C,CON,,,,,,
200903,H,200903,CARHUAQUERO,07,06,,,,SEN,,,,,-79.333610,,500,,,-6.666940,C,C,CON,,,,,,
107054,M,153101,CALLANCAS,10,11,,,,SEN,,,,,-78.477270,,"1,501",,,-7.767470,F,C,CON,,,,,,
103003,M,150103,CAMPAMENTO SEDE,02,15,,,,SEN,,,,,-80.433610,,6,,,-3.550280,C,C,CON,,,,,,
117026,M,158306,CAMILACA,48,15,,,,SEN,,,,,-70.433610,,"3,440",,,-17.266940,C,C,CON,,,,,,
250305,H,250305,HUATANAY,03,05,,,,SEN,,,,,-71.870560,,"3,219",,,-13.608330,C,C,CON,,,,,,
110017,M,000532,CAMAY,00,11,,,,SEN,,,,,-77.648900,,59,,,-10.912940,F,C,CON,,,,,,
116013,M,000832,CAMANA,44,11,,,,SEN,,,,,-72.701560,,8,,,-16.640340,F,C,CON,,,,,,
107086,M,153304,CAMPANILLA,07,15,,,,SEN,,,,,-76.683610,,400,,,-7.433610,C,C,CON,,,,,,
113041,M,000690,CCATCCA,04,11,,,,SEN,,,,,-71.560100,,"3,681",,,-13.609880,F,C,CON,,,,,,
115022,M,000753,CAYLLOMA,09,11,,,,SEN,,,,,-71.770190,,"4,327",,,-15.188820,F,C,CON,,,,,,
113115,M,156305,CAYCAY,03,15,,,,SEN,,,,,-71.700280,,"3,150",,,-13.600280,C,C,CON,,,,,,
114074,M,157209,CERRO CONDORILLO,37,15,,,,SEN,,,,,-74.266940,,"3,256",,,-14.600280,C,C,CON,,,,,,
204506,H,204508,CUYAU,43,06,,,,SEN,,,,,-72.935900,,"2,222",,,-15.218200,P,C,CON,,,,,,
203004,H,203004,CRUZ DE LAYA,27,06,,,,SEN,,,,,-76.466940,,"1,910",,,-12.100280,C,C,CON,,,,,,
204801,H,204801,CUAJONE,47,05,,,,SEN,,,,,-70.550280,,"4,704",,,-17.033610,C,C,CON,,,,,,
106060,M,153102,CUEVA BLANCA,10,15,,,,SEN,,,,,-79.404500,,"3,300",,,-6.131300,F,C,CON,,,,,,
220903,H,220903,CUMBA,13,06,,,,SEN,,,,,-78.583610,,"1,537",,,-5.933610,C,C,CON,,,,,,
221801,H,221801,CUMBAZA,01,05,,,,SEN,,,,,-76.382000,,282,,,-6.472500,F,C,CON,,,,,,
106094,M,153311,CUnUMBUQU,01,15,,,,SEN,,,,,-76.480760,,230,,,-6.508300,F,C,CON,,,,,,
113029,M,000677,CURAHUASI,09,12,,,,SEN,,,,,-72.734880,,"2,741",,,-13.552610,F,C,CON,,,,,,
102007,M,000170,CURARAY,02,11,,,,SEN,,,,,-74.116940,,150,,,-2.366940,C,C,CON,,,,,,
200416,H,200417,CURBAN,05,06,,,,SEN,,,,,-80.283610,,156,,,-4.800280,C,C,CON,,,,,,
117032,M,158315,CURIBAYA,48,15,,,,SEN,,,,,-70.306390,,"3,546",,,-17.403940,C,C,CON,,,,,,
111132,M,155467,CURIPATA,08,15,,,,SEN,,,,,-75.983610,,"3,950",,,-11.616940,C,C,CON,,,,,,
104092,M,000233,CURVAN,05,11,,,,SEN,,,,,-80.300280,,61,,,-4.950280,C,C,CON,,,,,,
113063,M,140608,CUSCO,03,14,,,,COR,,,,,-71.943610,,"3,288",,,-13.537110,P,C,CON,,,,,,
103006,M,150106,CONDOR FLORES,02,15,,,,SEN,,,,,-80.139650,,384,,,-3.890030,C,C,CON,,,,,,
203002,H,203002,CHACRA ALTA,27,06,,,,SEN,,,,,-76.700280,,760,,,-12.033610,C,C,CON,,,,,,
109021,M,000455,CHAGLLA,07,11,,,,SEN,,,,,-75.907060,,"3,032",,,-9.850080,F,C,CON,,,,,,
115087,M,157312,CHACHAS,44,11,,,,SEN,,,,,-72.268600,,"3,065",,,-15.502500,F,C,CON,,,,,,
106024,M,140306,CHACHAPOYAS,09,14,,,,COR,,,,,-77.854860,,"2,536",,,-6.202580,P,C,CON,,,,,,
106011,M,000375,CHACHAPOYAS,09,11,,,,SEN,,,,,-77.867120,,"2,442",,,-6.208300,F,C,CON,,,,,,
110067,M,155221,CHACUA,23,15,,,,SEN,,,,,-76.683610,,"4,648",,,-10.616940,C,C,CON,,,,,,
113086,M,156121,CUSICANCHA,34,11,,,,SEN,,,,,-75.296250,,"3,263",,,-13.503990,F,C,CON,,,,,,
202908,H,202911,CHACRASANA,26,06,,,,SEN,,,,,-76.750280,,695,,,-11.966940,C,C,CON,,,,,,
115074,M,157216,TARCO,43,15,,,,SEN,,,,,-73.750280,,"3,300",,,-15.300280,C,C,CON,,,,,,
110065,M,155216,SHARIN,23,15,,,,SEN,,,,,-76.683610,,"3,960",,,-10.866940,C,C,CON,,,,,,
221802,H,221802,SHANAO,01,05,,,,SEN,,,,,-76.600010,,279,,,-6.412910,F,C,CON,,,,,,
106115,M,153328,SHANAO,01,15,,,,SEN,,,,,-76.600280,,280,,,-6.413120,F,C,CON,,,,,,
221813,H,221815,SHAMBOYACU,07,05,,,,SEN,,,,,-76.129500,,306,,,-7.023000,F,C,CON,,,,,,
107091,M,153326,SHAMBOYACU,07,15,,,,SEN,,,,,-76.129100,,318,,,-7.022300,F,C,CON,,,,,,
221817,H,221819,SERRANOYACU (NACIENTE),01,06,,,,SEN,,,,,-77.450280,,915,,,-5.750280,C,C,CON,,,,,,
111102,M,155259,SANTO DOMINGO,08,15,,,,SEN,,,,,-76.333610,,"4,548",,,-11.133610,C,C,CON,,,,,,
111064,M,152309,SEPAHUA,03,15,,,,SEN,,,,,-73.050280,,375,,,-11.150280,C,C,CON,,,,,,
110035,M,000573,SEPA,03,11,,,,SEN,,,,,-73.283610,,307,,,-10.816940,C,C,CON,,,,,,
240106,H,240105,SEDA LORETO,03,06,,,,SEN,,,,,-73.281000,,126,,,-3.752800,F,C,CON,,,,,,
204502,H,204502,SECOCHA,43,05,,,,SEN,,,,,-73.150280,,114,,,-16.333610,C,C,CON,,,,,,
